destination,month,duration_days,group_size,pace,total_budget_inr
Tamil Nadu,12,6,1,Moderate,23755.56018095674
Delhi,11,7,3,Moderate,89578.00784715223
Kerala,11,13,5,Budget,179088.74408387468
Kerala,9,11,4,Moderate,128044.77938421692
Kerala,7,5,4,Luxury,203618.6308158447
Himachal Pradesh,7,9,1,Luxury,110359.04252510547
Goa,5,8,6,Budget,70631.06475052143
Kerala,7,3,4,Luxury,138600.43764743154
Rajasthan,4,1,1,Luxury,11878.790271489996
Delhi,5,11,6,Budget,79046.86030148252
Tamil Nadu,12,14,5,Budget,120385.03332125705
Goa,1,10,5,Moderate,276598.7355434477
Maharashtra,11,8,2,Moderate,65895.90386374343
Rajasthan,4,4,1,Budget,6574.334873792339
Rajasthan,3,7,7,Luxury,334583.9467528206
Himachal Pradesh,2,4,5,Budget,33863.03006771871
Himachal Pradesh,2,7,3,Moderate,80384.55208624885
Delhi,8,14,6,Budget,94852.49504299692
Rajasthan,1,1,3,Budget,7600.801639930571
Agra,8,1,6,Luxury,35881.217372336694
Agra,9,2,6,Budget,14678.241534774663
Delhi,6,5,9,Moderate,104298.05743813951
Kerala,1,11,8,Budget,148910.17944946757
Uttarakhand,10,14,1,Luxury,127394.81890383089
Maharashtra,12,10,7,Budget,119023.3979379135
Tamil Nadu,7,6,9,Luxury,364558.04178166523
Himachal Pradesh,5,2,2,Budget,9716.574484103961
Tamil Nadu,9,1,9,Luxury,49546.67805190587
Uttarakhand,7,9,6,Budget,67126.92053918196
Karnataka,5,13,3,Budget,58290.07265995426
Delhi,2,7,8,Budget,66090.3817174783
Kerala,4,8,7,Budget,77425.67344835539
Goa,2,14,8,Budget,175172.90776436936
Kerala,9,6,8,Moderate,127751.03319496552
Rajasthan,2,13,7,Moderate,201318.2187328183
Kerala,2,9,1,Budget,20361.834834839505
Rajasthan,2,8,8,Luxury,430088.2558640605
Tamil Nadu,1,4,5,Luxury,204025.8983100183
Karnataka,9,5,2,Moderate,35486.82424114468
Himachal Pradesh,8,2,2,Moderate,16022.356032494205
Karnataka,2,1,2,Moderate,6686.286475114009
Rajasthan,2,14,9,Luxury,826869.0040090355
Goa,5,6,5,Moderate,94372.11451601122
Uttarakhand,12,3,3,Moderate,31691.107979845445
Tamil Nadu,12,11,6,Moderate,216222.08127118007
Tamil Nadu,4,4,9,Budget,39044.08823948693
Kerala,2,14,9,Budget,144817.54820368064
Himachal Pradesh,8,1,9,Moderate,21603.54058486732
Kerala,8,6,4,Luxury,268960.64843568497
Kerala,4,8,5,Budget,57162.000615766745
Rajasthan,4,14,1,Moderate,56125.63008930801
Uttarakhand,9,10,6,Budget,80334.39473420093
Himachal Pradesh,4,4,2,Luxury,91602.28804947289
Kerala,10,10,7,Moderate,198541.84319727868
Tamil Nadu,11,8,4,Moderate,120473.48647970667
Kerala,9,11,4,Budget,80170.60862562043
Maharashtra,3,10,9,Moderate,232564.0914849779
Delhi,2,3,1,Budget,5866.7525433326755
Tamil Nadu,11,13,6,Luxury,634645.9038821888
Maharashtra,8,11,2,Budget,40524.17924726403
Delhi,12,14,6,Moderate,298742.31748790655
Goa,3,7,7,Luxury,402913.2072793175
Maharashtra,2,3,3,Luxury,88164.2911293271
Rajasthan,11,6,4,Luxury,349440.30360710935
Goa,8,4,2,Budget,16658.803315288387
Agra,8,6,7,Luxury,297642.3807084511
Himachal Pradesh,5,7,9,Moderate,189071.8492047331
Tamil Nadu,9,8,5,Luxury,296578.5132511697
Agra,11,14,5,Luxury,687757.4340552452
Tamil Nadu,6,6,9,Budget,54322.32748785777
Himachal Pradesh,5,4,8,Budget,57215.382719519184
Himachal Pradesh,12,9,1,Moderate,53597.98327875103
Tamil Nadu,3,7,2,Moderate,42320.752772239786
Himachal Pradesh,7,9,7,Budget,77451.99172317321
Maharashtra,9,3,3,Luxury,104236.08692579753
Karnataka,4,5,6,Budget,40501.39652960287
Uttarakhand,11,1,1,Budget,1438.5233289703838
Tamil Nadu,7,11,8,Budget,83581.07024868498
Agra,12,12,2,Moderate,87631.69597449407
Agra,3,8,1,Moderate,20646.26850139905
Himachal Pradesh,11,1,2,Moderate,7279.658129269373
Tamil Nadu,2,1,8,Moderate,16283.03055765899
Karnataka,11,14,5,Luxury,667801.8069010293
Karnataka,1,7,9,Moderate,187501.91937569485
Uttarakhand,6,14,3,Moderate,181564.25978783987
Maharashtra,5,11,8,Luxury,779768.3417177802
Uttarakhand,2,14,4,Luxury,448170.992000553
Rajasthan,3,8,7,Budget,71652.98872325622
Agra,9,3,8,Luxury,123153.68013523861
Karnataka,3,2,3,Luxury,53453.46871358117
Himachal Pradesh,7,7,3,Moderate,67997.06927839073
Karnataka,1,10,1,Moderate,43837.57695106875
Karnataka,7,5,8,Moderate,84477.61076409135
Delhi,9,1,2,Moderate,6779.623450662725
Agra,12,2,7,Luxury,97578.2111312446
Rajasthan,11,3,7,Moderate,83531.70417742732
Uttarakhand,8,6,7,Moderate,79981.24241284515
Rajasthan,7,14,4,Budget,92448.30104549955
Delhi,10,1,7,Luxury,55039.859416442436
Maharashtra,8,8,8,Luxury,531420.523691411
Rajasthan,4,2,9,Luxury,121480.89313880807
Karnataka,2,5,7,Budget,43483.62442891213
Goa,11,8,6,Luxury,655207.607247703
Tamil Nadu,9,13,5,Luxury,438987.1594284902
Rajasthan,3,5,7,Moderate,86999.08304170583
Tamil Nadu,11,13,2,Luxury,275120.52704419923
Delhi,4,14,5,Moderate,179106.12444528515
Rajasthan,7,8,8,Budget,80815.49242324037
Rajasthan,2,14,6,Moderate,235394.84952435977
Kerala,8,6,6,Budget,61940.843899609
Karnataka,12,7,1,Budget,16293.214630664355
Himachal Pradesh,10,8,2,Budget,32305.452617793937
Tamil Nadu,8,3,3,Moderate,23669.43723726262
Maharashtra,12,13,7,Budget,171251.63327097014
Kerala,5,12,6,Moderate,189187.34485019694
Karnataka,9,14,5,Moderate,181998.50051922747
Delhi,8,5,9,Moderate,104644.63592022221
Tamil Nadu,1,10,7,Budget,92947.64176525747
Uttarakhand,9,7,9,Moderate,114298.70272364118
Delhi,5,9,3,Moderate,76981.72489353138
Himachal Pradesh,9,14,8,Budget,137695.17485946053
Tamil Nadu,9,6,9,Moderate,97412.11621921713
Delhi,10,10,2,Budget,33627.529413185395
Kerala,10,1,4,Budget,7127.293664112344
Delhi,3,11,2,Budget,38274.763165287164
Himachal Pradesh,8,8,7,Moderate,142911.46186421489
Himachal Pradesh,7,6,4,Moderate,82265.10338973002
Goa,7,1,6,Luxury,56486.88108203866
Rajasthan,12,4,8,Luxury,357838.90581685386
Uttarakhand,10,6,6,Luxury,220328.9508958321
Uttarakhand,2,13,4,Budget,80618.64543001087
Kerala,2,10,6,Luxury,529238.8592906577
Himachal Pradesh,2,1,1,Moderate,3610.755292719739
Goa,11,10,6,Budget,157546.72818905875
Karnataka,2,5,8,Budget,53570.37208824617
Goa,4,3,4,Moderate,43869.90675818702
Maharashtra,7,7,9,Luxury,414845.9581750514
Delhi,2,13,6,Luxury,587315.1741240224
Rajasthan,5,8,6,Moderate,107292.27609916117
Goa,7,3,4,Moderate,41563.03044547764
Delhi,9,10,8,Luxury,472618.8377275662
Rajasthan,8,3,5,Moderate,40583.57509259076
Tamil Nadu,9,14,1,Luxury,120294.37045658162
Maharashtra,7,11,7,Moderate,259245.3560398198
Maharashtra,3,3,8,Luxury,213184.03170839412
Himachal Pradesh,1,14,6,Moderate,233620.88396230064
Maharashtra,10,11,7,Budget,123051.86093356989
Tamil Nadu,7,6,7,Budget,47307.366281577684
Himachal Pradesh,11,6,4,Budget,40470.2639595006
Agra,6,3,4,Moderate,33551.51794850934
Karnataka,2,6,1,Luxury,70284.36172530532
Kerala,1,9,2,Luxury,269433.73120920814
Delhi,12,11,3,Luxury,322968.9510960897
Karnataka,10,8,5,Budget,60441.51158221537
Karnataka,4,11,9,Budget,99882.16074011085
Uttarakhand,4,13,5,Luxury,571697.7722029001
Goa,6,13,6,Moderate,225049.33407591778
Maharashtra,11,7,7,Moderate,185760.9573273601
Agra,5,7,4,Luxury,184797.41191474214
Goa,9,8,8,Luxury,580279.8014791787
Kerala,8,7,6,Moderate,122977.65071323868
Goa,9,13,1,Luxury,182493.14188896993
Uttarakhand,10,3,6,Moderate,46594.98074655459
Kerala,7,8,2,Moderate,52285.57559103948
Tamil Nadu,9,8,4,Budget,45166.252321192886
Tamil Nadu,3,13,4,Budget,82607.9519437359
Himachal Pradesh,9,1,5,Budget,6956.545795209407
Goa,2,10,2,Luxury,223986.18912303747
Delhi,9,5,6,Moderate,85151.54832404446
Agra,6,14,3,Luxury,364841.5491470686
Uttarakhand,4,5,9,Luxury,250658.4141925224
Kerala,12,1,6,Luxury,89025.00713852221
Agra,12,6,3,Moderate,59088.09348019271
Goa,11,14,3,Budget,126631.97700739387
Delhi,2,6,5,Moderate,92110.75264775795
Goa,10,14,6,Moderate,249321.80049068635
Maharashtra,3,12,4,Luxury,471498.7320684865
Maharashtra,5,4,5,Luxury,198221.32318301356
Uttarakhand,9,6,3,Budget,22696.327599080938
Kerala,7,14,4,Moderate,218724.18537390378
Kerala,11,6,8,Budget,88363.950501961
Karnataka,12,1,8,Luxury,78567.77360495958
Uttarakhand,11,5,1,Luxury,47632.10317678633
Uttarakhand,3,2,4,Budget,12265.628574835726
Delhi,4,14,2,Budget,45711.889514159535
Maharashtra,12,7,4,Moderate,131277.55416501238
Kerala,11,13,5,Budget,167751.41478325595
Goa,2,9,1,Budget,22964.888839565283
Uttarakhand,8,9,5,Moderate,119950.32524165692
Himachal Pradesh,6,14,7,Luxury,1005215.2250467166
Rajasthan,3,11,5,Moderate,155935.8549732653
Kerala,5,9,7,Luxury,472979.0704266757
Tamil Nadu,5,11,9,Luxury,558928.1079329929
Kerala,12,7,8,Budget,118673.79683093466
Himachal Pradesh,1,7,1,Budget,11360.732023899316
Kerala,5,1,2,Budget,3937.7851461505256
Himachal Pradesh,6,11,6,Budget,139293.15338002951
Rajasthan,10,11,5,Budget,86235.16880347002
Karnataka,10,6,1,Luxury,71724.19091855187
Delhi,11,14,2,Moderate,108462.99927411361
Rajasthan,11,5,3,Budget,38260.926161423806
Agra,11,8,5,Luxury,358609.63671808253
Karnataka,2,8,7,Budget,74407.35133855032
Delhi,3,11,6,Moderate,151095.28009801987
Maharashtra,10,4,3,Luxury,137699.99443015075
Himachal Pradesh,5,1,6,Moderate,26576.490007775545
Uttarakhand,3,6,4,Budget,32021.644443987792
Agra,5,10,3,Luxury,257883.1187093547
Rajasthan,5,1,4,Moderate,13341.344237560776
Kerala,8,5,8,Budget,52533.036413151196
Rajasthan,10,5,1,Budget,7668.826557216738
Delhi,9,3,3,Luxury,73676.66704982279
Agra,8,5,8,Budget,42483.13932267393
Goa,12,6,9,Moderate,188040.65265337165
Delhi,3,5,3,Budget,27161.077651723343
Karnataka,1,1,9,Moderate,21296.74592534879
Rajasthan,3,12,4,Moderate,154586.9091586705
Rajasthan,1,12,4,Moderate,237829.46977982658
Agra,11,7,7,Moderate,116309.34001724118
Himachal Pradesh,9,3,6,Luxury,155821.7433666518
Agra,12,7,3,Moderate,77273.88797437388
Uttarakhand,3,5,8,Luxury,283681.99908957497
Rajasthan,8,13,5,Luxury,616452.3348456869
Himachal Pradesh,6,12,2,Luxury,339315.37340560573
Himachal Pradesh,3,3,3,Budget,13356.411554449684
Agra,9,13,7,Moderate,168327.95177055287
Maharashtra,8,11,9,Budget,111338.30815335558
Delhi,3,6,1,Moderate,22081.572412508773
Karnataka,7,1,6,Luxury,54482.02314941533
Maharashtra,5,6,9,Budget,58861.24859741383
Rajasthan,2,13,7,Budget,124531.12929590668
Rajasthan,8,13,3,Luxury,395893.13383260125
Rajasthan,1,13,7,Luxury,1012390.4886768161
Tamil Nadu,4,4,2,Luxury,86299.38432677956
Kerala,11,4,2,Budget,21193.873239649307
Goa,11,5,1,Luxury,92684.48798781805
Tamil Nadu,12,13,3,Budget,66053.73865139016
Goa,4,9,1,Moderate,40822.226877460576
Himachal Pradesh,10,1,8,Luxury,57267.51331260609
Rajasthan,5,3,8,Budget,29998.613994387662
Uttarakhand,4,11,4,Luxury,401531.3532432288
Karnataka,1,4,1,Luxury,60739.21611351303
Agra,7,2,2,Budget,6244.209459298239
Karnataka,10,9,2,Budget,32661.041245392782
Uttarakhand,11,11,2,Budget,34579.787673070736
Agra,2,7,9,Luxury,308203.31574310537
Himachal Pradesh,10,1,7,Moderate,17297.303680445257
Uttarakhand,3,9,9,Moderate,178720.13701030987
Rajasthan,5,6,2,Luxury,111128.22532680002
Uttarakhand,8,2,5,Luxury,76036.76632186727
Rajasthan,10,1,1,Budget,1689.7877856113516
Uttarakhand,8,6,2,Moderate,38540.30049032822
Uttarakhand,2,7,4,Moderate,72401.4279458719
Maharashtra,9,10,1,Moderate,44305.16948561713
Karnataka,6,6,8,Budget,65699.24679371348
Goa,9,7,6,Moderate,131220.2432995186
Tamil Nadu,4,6,1,Budget,9515.910990514187
Maharashtra,3,8,9,Luxury,518547.8302404476
Goa,5,2,1,Budget,4230.482322582767
Maharashtra,5,9,4,Luxury,358989.31011150085
Kerala,4,9,5,Moderate,149617.84383889858
Agra,7,11,9,Luxury,542315.8663316505
Rajasthan,8,9,2,Luxury,180016.82948135023
Tamil Nadu,5,7,9,Luxury,407965.7540723316
Maharashtra,9,9,1,Budget,16895.82634479417
Maharashtra,7,1,4,Budget,6432.551682301448
Himachal Pradesh,7,3,7,Budget,28039.438665029997
Uttarakhand,8,2,4,Luxury,62415.39257924698
Kerala,12,11,8,Luxury,928839.9163650763
Tamil Nadu,4,1,7,Luxury,51284.27712922227
Tamil Nadu,10,5,6,Moderate,74162.57140549777
Agra,6,1,5,Budget,5464.028818710224
Tamil Nadu,5,3,3,Moderate,24840.765993957386
Delhi,1,6,8,Moderate,139808.64616295407
Tamil Nadu,9,6,4,Moderate,63835.64919591514
Maharashtra,2,3,8,Luxury,179136.046353796
Delhi,6,4,1,Budget,7977.762224135903
Goa,8,7,2,Moderate,52453.34236540276
Uttarakhand,3,6,2,Budget,16307.913593433319
Delhi,5,13,6,Budget,109048.16740511676
Goa,7,11,5,Luxury,580761.750975631
Kerala,4,14,7,Moderate,295221.30491271854
Karnataka,12,14,2,Luxury,359921.97056332126
Rajasthan,5,2,9,Budget,16293.021845582884
Maharashtra,1,9,2,Moderate,90945.18172630717
Delhi,4,14,1,Budget,26747.360729959815
Karnataka,7,6,2,Budget,21423.273906013364
Uttarakhand,12,2,3,Luxury,68386.02697074953
Himachal Pradesh,10,7,6,Moderate,102302.38947802575
Kerala,7,11,7,Luxury,725712.6575393387
Rajasthan,10,11,6,Luxury,552023.3148760692
Uttarakhand,10,10,1,Budget,13815.025025976669
Kerala,4,10,9,Moderate,238070.34968060508
Himachal Pradesh,12,4,8,Moderate,95819.06043241173
Goa,6,1,2,Moderate,9092.436239930257
Himachal Pradesh,5,10,1,Luxury,168891.93694306468
Delhi,1,9,7,Luxury,625031.0578470754
Rajasthan,8,14,3,Luxury,357062.7136231072
Tamil Nadu,12,13,3,Budget,70900.56520080083
Agra,7,11,9,Luxury,541769.6061136551
Maharashtra,5,10,2,Moderate,68667.40248859827
Maharashtra,10,8,5,Budget,69988.28460619818
Goa,10,5,4,Moderate,70854.97351849238
Uttarakhand,7,3,1,Luxury,27352.72713870939
Rajasthan,10,4,6,Moderate,58111.58913142201
Tamil Nadu,3,3,6,Budget,19307.45674467655
Goa,8,10,1,Luxury,121498.43940884477
Agra,5,8,7,Budget,53636.91403657226
Delhi,2,13,6,Luxury,628499.1685094216
Delhi,2,5,4,Budget,26491.984771283143
Tamil Nadu,4,13,7,Budget,118370.74018215039
Tamil Nadu,7,11,3,Moderate,90123.72069284278
Tamil Nadu,10,8,6,Luxury,372624.5392580499
Himachal Pradesh,4,1,6,Luxury,46030.17825680501
Maharashtra,9,9,6,Luxury,555481.864641936
Karnataka,2,11,3,Budget,47882.029973928904
Rajasthan,6,10,5,Moderate,149978.91936371356
Karnataka,4,3,1,Moderate,10744.240901698908
Himachal Pradesh,6,1,6,Luxury,71077.07893772391
Uttarakhand,10,3,7,Luxury,135460.48874098258
Delhi,9,13,5,Budget,88325.89531652171
Maharashtra,10,2,5,Budget,14306.839038977
Tamil Nadu,12,7,6,Budget,53503.78039779309
Agra,9,10,7,Moderate,159962.58779123015
Agra,9,4,4,Budget,18646.528301950435
Agra,9,7,7,Budget,53106.13489678719
Rajasthan,3,3,5,Budget,21965.950121332113
Tamil Nadu,12,14,7,Luxury,863372.5001884163
Maharashtra,11,6,1,Budget,15561.54197040547
Delhi,9,7,2,Luxury,145045.52388930487
Karnataka,3,7,2,Moderate,50413.254187374434
Tamil Nadu,10,14,7,Moderate,255459.3256728126
Tamil Nadu,3,5,9,Luxury,280498.0883964974
Himachal Pradesh,5,6,7,Luxury,448522.06637965515
Uttarakhand,6,3,6,Budget,28939.405259608906
Agra,9,12,3,Budget,42470.666663832584
Goa,1,4,5,Moderate,123933.84301414373
Maharashtra,8,11,2,Moderate,98070.42186389948
Himachal Pradesh,4,6,9,Moderate,106242.79287001485
Uttarakhand,10,3,6,Moderate,47888.655223579255
Uttarakhand,7,7,9,Budget,53919.56756703453
Kerala,6,3,9,Budget,29863.555726188617
Agra,6,9,7,Moderate,139475.37871099918
Kerala,7,4,5,Budget,34210.05882251909
Himachal Pradesh,4,2,4,Budget,12942.285985757577
Uttarakhand,6,6,1,Luxury,91955.65146477333
Goa,3,14,9,Luxury,1017420.3148991253
Maharashtra,5,9,6,Moderate,157769.12518698128
Kerala,2,13,2,Moderate,84248.53521041916
Uttarakhand,3,10,7,Moderate,174077.82956264407
Maharashtra,9,10,6,Moderate,183064.05168614452
Agra,6,2,4,Moderate,22129.1304484532
Karnataka,3,4,6,Budget,36035.79897920202
Maharashtra,2,5,6,Luxury,244680.3494851305
Uttarakhand,5,9,5,Luxury,530517.1023978951
Himachal Pradesh,10,7,1,Luxury,74752.19854559333
Kerala,5,5,3,Budget,29763.969801080257
Kerala,1,6,7,Budget,87992.86938619734
Delhi,3,9,2,Budget,30747.257738860237
Uttarakhand,7,4,1,Luxury,33807.78903892181
Delhi,9,14,8,Luxury,736718.5468296814
Goa,5,13,7,Luxury,981433.6490456867
Goa,4,2,6,Luxury,137023.70755601476
Uttarakhand,3,5,5,Luxury,220465.99668283277
Kerala,10,14,6,Budget,126386.15116209957
Agra,9,7,1,Budget,11502.563850289245
Rajasthan,7,12,9,Luxury,671224.610946157
Goa,12,4,1,Budget,15287.675244468322
Kerala,7,12,4,Luxury,560982.2847269606
Tamil Nadu,8,1,3,Luxury,29759.520990197718
Tamil Nadu,10,8,4,Luxury,279068.05316329445
Delhi,1,5,1,Budget,12040.20489772006
Maharashtra,11,10,4,Moderate,196228.24570762226
Agra,4,2,4,Moderate,20247.483890922453
Delhi,5,3,3,Moderate,26681.075871774865
Tamil Nadu,5,12,8,Moderate,186610.10392078865
Agra,1,14,7,Moderate,260074.4959070019
Rajasthan,3,10,9,Budget,81311.51338562995
Maharashtra,2,12,2,Luxury,310017.73756588483
Delhi,12,10,3,Moderate,98135.92122090573
Tamil Nadu,7,5,6,Moderate,69023.66003475919
Goa,5,11,2,Moderate,93993.49346466071
Goa,3,4,2,Luxury,90208.98562506189
Delhi,11,9,2,Moderate,61829.06958293509
Rajasthan,8,9,2,Budget,29743.675665216284
Rajasthan,1,8,5,Luxury,562477.5429245883
Uttarakhand,1,2,1,Luxury,18671.89109031667
Maharashtra,6,5,7,Luxury,280942.8700650287
Kerala,1,14,1,Luxury,245071.31149393102
Rajasthan,4,8,1,Moderate,29870.12960306377
Maharashtra,6,8,5,Moderate,115907.74158701241
Rajasthan,1,7,7,Budget,77362.34800643683
Uttarakhand,9,4,3,Moderate,34174.12336725389
Karnataka,4,3,7,Luxury,171819.35945116743
Rajasthan,9,8,9,Budget,78180.01253652413
Maharashtra,9,8,4,Moderate,118963.41066882329
Uttarakhand,6,13,5,Luxury,628793.0824391383
Uttarakhand,7,10,8,Budget,84166.833287036
Maharashtra,1,5,9,Budget,65548.1588692944
Maharashtra,5,3,5,Moderate,44510.68998785576
Goa,3,5,5,Luxury,239873.07569572033
Karnataka,10,4,2,Moderate,29346.11704818427
Uttarakhand,10,8,9,Budget,78600.92713399632
Goa,6,2,6,Luxury,107149.62575596271
Agra,4,11,5,Budget,65898.83057529878
Delhi,9,8,5,Budget,51765.16398592134
Delhi,7,10,4,Luxury,333610.24157425197
Uttarakhand,4,6,1,Moderate,17612.85657599023
Goa,11,4,6,Budget,61582.72722398807
Karnataka,6,11,1,Luxury,105862.39634730703
Karnataka,2,14,2,Moderate,105579.97796038172
Agra,3,14,7,Moderate,212389.5073275851
Uttarakhand,11,14,1,Budget,21626.064195768402
Rajasthan,7,3,8,Luxury,149935.16235231748
Agra,11,10,8,Moderate,189239.69308225834
Goa,12,13,7,Luxury,1466058.8796086223
Rajasthan,4,5,7,Moderate,91103.53053924523
Delhi,12,6,1,Luxury,70595.7858652454
Himachal Pradesh,10,1,3,Luxury,33023.1033345393
Delhi,7,1,9,Luxury,56768.73576403477
Uttarakhand,9,11,5,Budget,60854.13253895996
Maharashtra,5,10,5,Moderate,173923.81998053496
Delhi,1,3,7,Moderate,56811.19670951399
Tamil Nadu,5,2,8,Budget,16694.923819066982
Delhi,6,12,6,Moderate,187779.11263402604
Delhi,11,1,5,Moderate,18308.5117095576
Delhi,2,11,1,Budget,19712.395143772614
Delhi,8,8,9,Budget,71973.38668721478
Rajasthan,2,12,6,Budget,98957.99775961683
Rajasthan,9,13,3,Luxury,334506.4924520181
Delhi,2,1,7,Budget,9405.384235198224
Kerala,3,10,4,Luxury,371455.067577542
Kerala,8,14,3,Moderate,153855.0037475672
Rajasthan,11,8,7,Budget,93797.30580193808
Himachal Pradesh,6,5,6,Budget,56717.984149414246
Maharashtra,1,13,4,Budget,108793.93667795448
Agra,4,4,8,Budget,29959.04686920453
Tamil Nadu,5,8,2,Moderate,56688.82379041703
Tamil Nadu,11,8,6,Luxury,392202.7567378073
Delhi,3,11,3,Moderate,93975.47263541199
Himachal Pradesh,1,14,8,Luxury,834286.1280036747
Kerala,3,8,8,Moderate,188809.88637172504
Kerala,9,3,1,Moderate,12011.983703173066
Himachal Pradesh,2,12,2,Moderate,98580.06140648013
Maharashtra,1,8,4,Budget,62176.71623936648
Rajasthan,7,13,1,Budget,19407.499791556613
Maharashtra,7,1,3,Luxury,32008.85875912986
Uttarakhand,5,13,4,Moderate,206225.65504799402
Uttarakhand,2,4,3,Budget,17757.187251272826
Kerala,1,5,5,Moderate,110702.08073219826
Agra,5,6,7,Moderate,92475.25204508798
Uttarakhand,10,5,8,Luxury,274328.91912825
Kerala,4,5,8,Luxury,329521.58020971925
Delhi,9,5,2,Moderate,35522.87911000852
Karnataka,5,9,1,Moderate,31377.991800243042
Karnataka,11,10,6,Moderate,201550.74611384812
Goa,10,10,1,Luxury,116479.56520384428
Delhi,12,3,6,Luxury,162908.92071442137
Karnataka,12,2,7,Budget,23816.65925610843
Maharashtra,2,10,9,Luxury,739617.1697387453
Goa,4,2,1,Moderate,10190.160107018923
Kerala,12,8,7,Moderate,268275.93297412456
Himachal Pradesh,9,5,4,Luxury,221281.18014850921
Himachal Pradesh,8,5,9,Budget,46027.09823925294
Kerala,3,6,4,Luxury,216939.331188278
Agra,8,9,2,Luxury,171217.54845837955
Kerala,2,7,1,Moderate,27018.355100197754
Rajasthan,3,5,7,Moderate,82076.04211507221
Himachal Pradesh,5,5,7,Budget,65828.32604995175
Karnataka,11,10,3,Moderate,118132.59752523883
Tamil Nadu,12,9,5,Budget,65357.49794987496
Goa,10,9,7,Luxury,656899.5018269403
Agra,10,2,8,Budget,17515.341636884146
Uttarakhand,8,7,9,Luxury,389824.5331742054
Delhi,1,10,1,Luxury,108917.12604936812
Agra,4,1,9,Moderate,14343.074338405866
Uttarakhand,1,4,6,Luxury,164817.21542518248
Agra,1,2,6,Luxury,98853.67110839185
Tamil Nadu,12,10,7,Budget,100207.53163048433
Agra,5,9,9,Moderate,128303.7922492043
Karnataka,6,12,7,Moderate,247599.02617552085
Kerala,1,6,7,Moderate,177964.8648202299
Rajasthan,11,4,3,Luxury,166617.05275445836
Goa,6,3,9,Luxury,198434.2414562003
Himachal Pradesh,5,4,4,Budget,41068.91415951697
Uttarakhand,4,2,6,Moderate,28345.500012131997
Goa,10,5,7,Moderate,97608.25410746098
Agra,5,9,9,Luxury,452406.96214190766
Kerala,8,6,3,Budget,30943.481838317144
Goa,9,2,2,Luxury,56040.06411889889
Kerala,11,6,2,Moderate,69332.95649294804
Uttarakhand,12,9,2,Luxury,202638.06410921208
Karnataka,2,14,9,Budget,150374.9052514548
Karnataka,6,4,8,Budget,36225.0713478104
Kerala,3,1,9,Luxury,63016.26346945672
Kerala,2,2,9,Moderate,46772.34994664821
Rajasthan,12,5,1,Luxury,69452.4565805239
Delhi,1,10,9,Luxury,777924.2874463048
Rajasthan,4,7,1,Budget,12992.667220849711
Goa,8,8,5,Luxury,392160.1512204737
Maharashtra,3,3,4,Budget,18580.51259907421
Rajasthan,5,9,8,Budget,82994.23737531844
Goa,10,2,5,Luxury,104087.9576346051
Himachal Pradesh,5,4,9,Budget,49346.16928891629
Goa,5,4,1,Luxury,55769.3437845449
Goa,11,6,8,Moderate,198516.72252761174
Kerala,9,10,6,Moderate,170387.06226507854
Tamil Nadu,8,6,1,Budget,8896.650255912953
Agra,8,3,2,Moderate,15255.140460833656
Kerala,1,9,4,Moderate,164010.35843346218
Kerala,1,11,5,Luxury,883727.8564386951
Tamil Nadu,2,5,1,Luxury,49991.20667462034
Tamil Nadu,8,14,7,Moderate,224303.59998416618
Agra,10,2,4,Moderate,21651.342702292382
Maharashtra,1,6,1,Luxury,85814.79848961133
Himachal Pradesh,4,3,6,Luxury,168777.1033685277
